symbol,year_id,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,cash_conversion_ratio
TCS,7,11615.0,-6038.0,-5729.0,-152.0,5577.0,0.8251633986928104
TCS,11,14751.0,-9452.0,-5673.0,-374.0,5299.0,0.7630353817504656
TCS,15,19369.0,-1807.0,-17168.0,394.0,17562.0,0.9655533399800598
TCS,18,19109.0,-5010.0,-9666.0,4433.0,14099.0,0.785150792998603
TCS,21,25223.0,-16895.0,-11026.0,-2698.0,8328.0,0.9569753765603065
TCS,24,25067.0,3104.0,-26885.0,1286.0,28171.0,0.9685857805255024
TCS,27,28593.0,1645.0,-27897.0,2341.0,30238.0,0.9059311830682466
TCS,30,32369.0,8968.0,-39915.0,1422.0,41337.0,0.9975960797608407
TCS,33,38802.0,-7956.0,-32634.0,-1788.0,30846.0,1.191634420490142
TCS,36,39949.0,-738.0,-33581.0,5630.0,39211.0,1.0390127181461157
TCS,39,41965.0,548.0,-47878.0,-5365.0,42513.0,0.9920100229298159
TCS,42,44338.0,6091.0,-48536.0,1893.0,50429.0,0.9617996051975097
ABB,3,101.0,-59.0,-42.0,1.0,42.0,0.696551724137931
ABB,11,155.0,-144.0,-42.0,-31.0,11.0,0.7828282828282829
ABB,15,215.0,-187.0,-58.0,-30.0,28.0,0.9388646288209607
ABB,18,249.0,-77.0,-80.0,91.0,172.0,0.9764705882352941
ABB,21,307.0,-155.0,-90.0,62.0,152.0,1.108303249097473
ABB,24,153.0,-215.0,-102.0,-165.0,-62.0,0.38154613466334164
ABB,27,499.0,-257.0,-143.0,99.0,242.0,1.1088888888888888
ABB,30,626.0,-401.0,-217.0,8.0,225.0,1.0556492411467115
ABB,33,727.0,-72.0,-582.0,73.0,655.0,1.0520984081041969
ABB,36,948.0,-396.0,-637.0,-86.0,552.0,1.1864831038798498
ABB,39,893.0,-148.0,-639.0,107.0,745.0,0.9409905163329821
ABB,42,1213.0,-416.0,-745.0,52.0,797.0,1.009991673605329
ADANIENSOL,11,0.0,0.0,0.0,0.0,0.0,
ADANIENSOL,15,-35.0,-1864.0,1902.0,3.0,-1899.0,5.0
ADANIENSOL,18,1544.0,-816.0,-722.0,6.0,728.0,4.195652173913044
ADANIENSOL,21,2189.0,-1730.0,-455.0,4.0,459.0,5.262019230769231
ADANIENSOL,24,2198.0,-3192.0,1589.0,596.0,-994.0,1.9230096237970253
ADANIENSOL,27,2591.0,-3050.0,38.0,-421.0,-459.0,4.635062611806798
ADANIENSOL,30,5437.0,-5643.0,1250.0,1045.0,-206.0,7.701133144475921
ADANIENSOL,33,3784.0,-4009.0,-745.0,-969.0,-225.0,2.933333333333333
ADANIENSOL,36,4097.0,-3936.0,-235.0,-75.0,161.0,3.3147249190938513
ADANIENSOL,39,3777.0,-4699.0,923.0,2.0,-922.0,2.9484777517564402
ADANIENSOL,42,6038.0,-4943.0,-543.0,551.0,1095.0,5.048494983277592
ADANIENT,7,7666.0,-14790.0,7199.0,75.0,-7124.0,6.293924466338259
ADANIENT,11,8228.0,-8007.0,-1109.0,-888.0,221.0,3.109599395313681
ADANIENT,15,8532.0,-11465.0,3445.0,512.0,-2933.0,3.7127937336814623
ADANIENT,18,5112.0,-1825.0,-3448.0,-161.0,3287.0,5.112
ADANIENT,21,774.0,-1460.0,716.0,30.0,-686.0,0.8367567567567568
ADANIENT,24,2942.0,-7649.0,5120.0,413.0,-4707.0,4.952861952861953
ADANIENT,27,3236.0,2487.0,-6158.0,-436.0,5723.0,6.395256916996048
ADANIENT,30,2454.0,-1082.0,-221.0,1151.0,1372.0,2.3596153846153847
ADANIENT,33,4043.0,-8611.0,3109.0,-1459.0,-4568.0,3.8652007648183555
ADANIENT,36,1385.0,-17041.0,15901.0,246.0,-15656.0,1.7576142131979695
ADANIENT,39,17626.0,-15459.0,-1198.0,970.0,2167.0,7.277456647398844
ADANIENT,42,10312.0,-18767.0,8879.0,424.0,-8455.0,3.0920539730134933
ADANIGREEN,21,28.0,-1511.0,1559.0,76.0,-1483.0,-0.5957446808510638
ADANIGREEN,24,649.0,-4428.0,3942.0,162.0,-3779.0,-4.702898550724638
ADANIGREEN,27,1625.0,-2666.0,1045.0,3.0,-1041.0,-3.4210526315789473
ADANIGREEN,30,1965.0,-3743.0,2161.0,383.0,-1778.0,-28.897058823529413
ADANIGREEN,33,1601.0,-9137.0,7083.0,-453.0,-7536.0,8.796703296703297
ADANIGREEN,36,3127.0,-18730.0,15986.0,383.0,-15603.0,6.394683026584867
ADANIGREEN,39,7265.0,-3857.0,-2973.0,435.0,3408.0,7.466598150051388
ADANIGREEN,42,7713.0,-21060.0,13953.0,606.0,-13347.0,6.121428571428571
ADANIPORTS,7,1379.0,-5136.0,4138.0,381.0,-3757.0,0.8413666870042709
ADANIPORTS,11,1132.0,-2510.0,772.0,-606.0,-1378.0,0.6502010338885698
ADANIPORTS,15,3057.0,-2485.0,-237.0,335.0,572.0,1.3154044750430292
ADANIPORTS,18,2381.0,-4153.0,2170.0,398.0,-1772.0,0.8336834733893558
ADANIPORTS,21,4063.0,-2629.0,-1325.0,109.0,1434.0,1.0412608918503332
ADANIPORTS,24,5608.0,-3846.0,-1889.0,-127.0,1762.0,1.5197831978319782
ADANIPORTS,27,6029.0,-4368.0,2313.0,3975.0,1661.0,1.4904820766378244
ADANIPORTS,30,7402.0,-749.0,-4256.0,2397.0,6653.0,1.9556142668428005
ADANIPORTS,33,7556.0,-14064.0,3514.0,-2994.0,-6508.0,1.4965339671222024
ADANIPORTS,36,10420.0,-5493.0,-586.0,4341.0,4927.0,2.103775489602261
ADANIPORTS,39,11900.0,-16716.0,-2734.0,-7550.0,-4816.0,2.2073826748284175
ADANIPORTS,42,15018.0,-6768.0,-7800.0,450.0,8250.0,1.8531589338598222
ADANIPOWER,7,3001.0,-4064.0,861.0,-203.0,-1063.0,-1.3076252723311548
ADANIPOWER,11,3238.0,-4700.0,1631.0,169.0,-1462.0,-11.127147766323024
ADANIPOWER,15,5824.0,-4737.0,-1144.0,-58.0,1087.0,-7.137254901960785
ADANIPOWER,18,5257.0,-2692.0,-2713.0,-148.0,2565.0,9.540834845735027
ADANIPOWER,21,4725.0,-1212.0,-3539.0,-26.0,3513.0,-0.7653061224489796
ADANIPOWER,24,5101.0,-520.0,-4600.0,-19.0,4581.0,-2.425582501188778
ADANIPOWER,27,5610.0,-984.0,-4663.0,-37.0,4626.0,-5.701219512195122
ADANIPOWER,30,5598.0,-2304.0,-2377.0,917.0,3294.0,-2.4606593406593404
ADANIPOWER,33,7014.0,-2188.0,-5655.0,-828.0,4826.0,5.522834645669291
ADANIPOWER,36,10233.0,774.0,-10338.0,669.0,11007.0,2.0832654723127035
ADANIPOWER,39,8431.0,1545.0,-10408.0,-433.0,9976.0,0.7859606600167801
ADANIPOWER,42,14170.0,3481.0,-16864.0,787.0,17651.0,0.6803015027125642
AMBUJACEM,3,1860.0,-388.0,-509.0,962.0,1472.0,1.4396284829721362
AMBUJACEM,6,1267.0,-496.0,-672.0,99.0,771.0,0.9913928012519562
AMBUJACEM,10,1675.0,-456.0,-721.0,498.0,1219.0,1.1264290517821116
AMBUJACEM,14,1557.0,-83.0,-900.0,574.0,1474.0,1.926980198019802
AMBUJACEM,17,2810.0,-4165.0,-958.0,-2312.0,-1355.0,1.9595536959553697
AMBUJACEM,20,3416.0,-738.0,-1015.0,1663.0,2678.0,1.7562982005141388
AMBUJACEM,23,1703.0,-765.0,-719.0,220.0,938.0,0.5728220652539522
AMBUJACEM,26,4739.0,-1191.0,-629.0,2919.0,3548.0,1.7028386633129715
AMBUJACEM,29,4832.0,-1317.0,-3956.0,-441.0,3515.0,1.5551979401351785
AMBUJACEM,32,5309.0,-2007.0,-516.0,2786.0,3302.0,1.4306116949609269
AMBUJACEM,39,735.0,-14481.0,2931.0,-10815.0,-13746.0,0.24305555555555555
AMBUJACEM,42,5646.0,-8941.0,5689.0,2394.0,-3295.0,1.1916420430561419
APOLLOHOSP,7,443.0,-733.0,373.0,83.0,-290.0,1.462046204620462
APOLLOHOSP,11,373.0,-356.0,-63.0,-46.0,17.0,1.1841269841269841
APOLLOHOSP,15,470.0,-759.0,392.0,103.0,-289.0,1.4029850746268657
APOLLOHOSP,18,597.0,-888.0,330.0,39.0,-291.0,2.5404255319148934
APOLLOHOSP,21,623.0,-1152.0,477.0,-52.0,-529.0,4.755725190839694
APOLLOHOSP,24,537.0,-405.0,-108.0,24.0,132.0,8.95
APOLLOHOSP,27,905.0,-711.0,-215.0,-20.0,194.0,4.525
APOLLOHOSP,30,1293.0,-289.0,-910.0,94.0,1004.0,2.9930555555555554
APOLLOHOSP,33,1265.0,-880.0,-340.0,44.0,385.0,9.233576642335766
APOLLOHOSP,36,1696.0,-747.0,-792.0,158.0,949.0,1.5306859205776173
APOLLOHOSP,39,1377.0,-857.0,-633.0,-113.0,520.0,1.6315165876777251
APOLLOHOSP,42,1920.0,-1537.0,-311.0,72.0,383.0,2.053475935828877
ASIANPAINT,7,1187.0,-463.0,-601.0,123.0,724.0,1.0232758620689655
ASIANPAINT,11,1402.0,-586.0,-626.0,190.0,816.0,1.110055423594616
ASIANPAINT,15,1188.0,-465.0,-576.0,147.0,723.0,0.8325157673440785
ASIANPAINT,18,2243.0,-866.0,-849.0,528.0,1377.0,1.2440377149195785
ASIANPAINT,21,1527.0,-681.0,-756.0,90.0,846.0,0.7574404761904762
ASIANPAINT,24,2113.0,-1556.0,-1379.0,-822.0,557.0,1.0071496663489037
ASIANPAINT,27,2470.0,-918.0,-1117.0,434.0,1552.0,1.118659420289855
ASIANPAINT,30,3038.0,-518.0,-2871.0,-351.0,2520.0,1.0951694304253785
ASIANPAINT,33,3683.0,-541.0,-650.0,2492.0,3142.0,1.1484253196133458
ASIANPAINT,36,986.0,-317.0,-1808.0,-1138.0,669.0,0.3196110210696921
ASIANPAINT,39,4193.0,-1282.0,-2140.0,771.0,2911.0,0.999523241954708
ASIANPAINT,42,6104.0,-2548.0,-2982.0,573.0,3556.0,1.0982367758186398
AGTL,24,277.0,-988.0,779.0,68.0,-711.0,
AGTL,27,356.0,791.0,-1077.0,70.0,1147.0,
AGTL,30,492.0,-461.0,-102.0,-71.0,31.0,
AGTL,33,654.0,-770.0,39.0,-78.0,-116.0,
AGTL,36,732.0,-1133.0,422.0,21.0,-401.0,
AGTL,39,853.0,-1167.0,295.0,-19.0,-314.0,
AGTL,42,955.0,-752.0,-78.0,125.0,203.0,
AXISBANK,7,2573.0,-10939.0,14931.0,6566.0,-8366.0,0.4968140567677158
AXISBANK,11,14464.0,-14166.0,7785.0,8082.0,298.0,2.326149887423609
AXISBANK,15,-15162.0,-7972.0,31045.0,7910.0,-23134.0,-2.060614297363414
AXISBANK,18,-34495.0,9211.0,22495.0,-2789.0,-25284.0,-4.19443093385214
AXISBANK,21,32209.0,-12458.0,-2487.0,17263.0,19751.0,8.754824680619734
AXISBANK,24,-38390.0,-10007.0,41342.0,-7055.0,-48397.0,-139.09420289855072
AXISBANK,27,37125.0,-18674.0,5643.0,24094.0,18451.0,7.937780628608082
AXISBANK,30,30416.0,-9485.0,8865.0,29795.0,20931.0,18.694529809465273
AXISBANK,33,12633.0,-54288.0,7279.0,-34375.0,-41655.0,1.9175774134790529
AXISBANK,36,28137.0,-27112.0,47894.0,48919.0,1025.0,2.1602303262955855
AXISBANK,39,22075.0,-32351.0,6641.0,-3636.0,-10276.0,2.3042797494780793
AXISBANK,42,-5555.0,-9001.0,22341.0,7785.0,-14556.0,-0.2234423394071035
BAJAJ-AUTO,7,2218.0,-1394.0,-1445.0,-621.0,824.0,0.7079476540057453
BAJAJ-AUTO,11,3502.0,-2072.0,-1496.0,-66.0,1430.0,1.036094674556213
BAJAJ-AUTO,15,2114.0,-380.0,-1644.0,90.0,1734.0,0.6986120290812955
BAJAJ-AUTO,18,3690.0,-68.0,-3384.0,238.0,3622.0,0.9086431913321842
BAJAJ-AUTO,21,3267.0,-3610.0,-190.0,-532.0,-343.0,0.8009316008825692
BAJAJ-AUTO,24,4328.0,-1954.0,-1885.0,488.0,2374.0,1.0258355060440862
BAJAJ-AUTO,27,2487.0,-273.0,-2074.0,140.0,2214.0,0.5046672077922078
BAJAJ-AUTO,30,3850.0,1766.0,-6247.0,-630.0,5616.0,0.7386799693016116
BAJAJ-AUTO,33,3120.0,-2869.0,-20.0,231.0,251.0,0.6423718344657195
BAJAJ-AUTO,36,4197.0,276.0,-4056.0,417.0,4473.0,0.6806681803438209
BAJAJ-AUTO,39,5277.0,1211.0,-7181.0,-692.0,6488.0,0.8707920792079208
BAJAJ-AUTO,42,6558.0,-72.0,-6167.0,319.0,6486.0,0.8508043591074209
BAJAJFINSV,7,-6922.0,2953.0,4592.0,623.0,-3969.0,-3.1264679313459802
BAJAJFINSV,11,-9807.0,3764.0,6521.0,478.0,-6043.0,-4.476038338658147
BAJAJFINSV,15,-10731.0,3709.0,6839.0,-183.0,-7022.0,-4.454545454545454
BAJAJFINSV,18,-9795.0,-886.0,11602.0,921.0,-10681.0,-3.5297297297297296
BAJAJFINSV,21,-10922.0,151.0,12513.0,1742.0,-10771.0,-3.165797101449275
BAJAJFINSV,24,-19580.0,-922.0,19590.0,-911.0,-20502.0,-4.688697318007663
BAJAJFINSV,27,-27076.0,-6903.0,34535.0,555.0,-33979.0,-5.038332713062895
BAJAJFINSV,30,-23369.0,-9948.0,34479.0,1162.0,-33317.0,-3.898732065398732
BAJAJFINSV,33,4547.0,-3684.0,1687.0,2551.0,863.0,0.6172118908646668
BAJAJFINSV,36,-33670.0,1445.0,32326.0,101.0,-32225.0,-4.049795525619437
BAJAJFINSV,39,-39480.0,-13945.0,51016.0,-2409.0,-53425.0,-3.2334152334152333
BAJAJFINSV,42,-68674.0,-10960.0,82709.0,3075.0,-79634.0,-4.403590894517474
BAJAJHLDNG,7,473.0,-369.0,-332.0,-228.0,104.0,0.2548491379310345
BAJAJHLDNG,11,872.0,-519.0,-326.0,27.0,353.0,0.4386317907444668
BAJAJHLDNG,15,796.0,-464.0,-391.0,-59.0,332.0,0.39231148348940365
BAJAJHLDNG,18,1147.0,1019.0,-761.0,1406.0,2166.0,0.506401766004415
BAJAJHLDNG,21,-923.0,-372.0,-110.0,-1406.0,-1295.0,-0.3732308936514355
BAJAJHLDNG,24,1631.0,-1123.0,-434.0,74.0,508.0,0.6143126177024482
BAJAJHLDNG,27,628.0,-163.0,-536.0,-72.0,465.0,0.20603674540682415
BAJAJHLDNG,30,1920.0,-800.0,-1028.0,92.0,1120.0,0.6233766233766234
BAJAJHLDNG,33,272.0,-308.0,-37.0,-73.0,-36.0,0.07443897099069513
BAJAJHLDNG,36,1610.0,-151.0,-1460.0,-1.0,1459.0,0.39020843431895297
BAJAJHLDNG,39,1728.0,-137.0,-1587.0,4.0,1591.0,0.3493732308936514
BAJAJHLDNG,42,1941.0,-472.0,-1455.0,14.0,1469.0,0.26354378818737273
BAJFINANCE,15,-7064.0,-360.0,6867.0,-557.0,-7424.0,-7.866369710467706
BAJFINANCE,18,-9870.0,-687.0,11656.0,1100.0,-10557.0,-7.716966379984362
BAJFINANCE,21,-10439.0,-3047.0,12513.0,-972.0,-13486.0,-5.685729847494553
BAJFINANCE,24,-20566.0,1075.0,19503.0,13.0,-19491.0,-8.239583333333334
BAJFINANCE,27,-29062.0,-5379.0,34449.0,9.0,-34441.0,-7.27459324155194
BAJFINANCE,30,-24412.0,-8758.0,34167.0,998.0,-33170.0,-4.637537993920972
BAJFINANCE,33,-807.0,-429.0,1741.0,505.0,-1236.0,-0.18257918552036198
BAJFINANCE,36,-37090.0,6347.0,32275.0,1532.0,-30743.0,-5.277461582242458
BAJFINANCE,39,-42112.0,-10394.0,50675.0,-1831.0,-52506.0,-3.659367396593674
BAJFINANCE,42,-72760.0,-7171.0,82415.0,2484.0,-79931.0,-5.034945678499758
BANKBARODA,7,23196.0,-514.0,-790.0,21892.0,22682.0,4.803478981155519
BANKBARODA,11,42233.0,-730.0,5151.0,46654.0,41503.0,8.386219221604447
BANKBARODA,15,17838.0,-556.0,-6.0,17276.0,17282.0,4.5159493670886075
BANKBARODA,18,-10011.0,-4005.0,-616.0,-14632.0,-14016.0,1.9890721239817206
BANKBARODA,21,17865.0,-551.0,-198.0,17116.0,17314.0,9.630727762803234
BANKBARODA,24,-59692.0,-414.0,3413.0,-56692.0,-60106.0,32.5119825708061
BANKBARODA,27,-1449.0,-2537.0,4449.0,462.0,-3986.0,-1.2427101200686106
BANKBARODA,30,18531.0,-139.0,14729.0,33120.0,18392.0,18.889908256880734
BANKBARODA,33,-887.0,-471.0,-986.0,-2344.0,-1358.0,-0.5475308641975308
BANKBARODA,36,6210.0,-3645.0,-998.0,1567.0,2565.0,0.7828060002521114
BANKBARODA,39,-21354.0,-1096.0,-5405.0,-27855.0,-22450.0,-1.423125624791736
BANKBARODA,42,-6274.0,-1285.0,5476.0,-2084.0,-7559.0,-0.3325030473263024
BEL,7,-1539.0,1753.0,-158.0,56.0,214.0,-1.6893523600439078
BEL,11,-569.0,759.0,-213.0,-23.0,190.0,-0.5976890756302521
BEL,15,1434.0,-839.0,-209.0,386.0,595.0,1.1979949874686717
BEL,18,2260.0,-1470.0,-318.0,472.0,790.0,1.6903515332834704
BEL,21,-61.0,3115.0,-2857.0,197.0,3054.0,-0.04005252790544977
BEL,24,-687.0,-6.0,-1202.0,-1895.0,-693.0,-0.480083857442348
BEL,27,1514.0,-896.0,-663.0,-45.0,618.0,0.8023317435082141
BEL,30,2570.0,-649.0,-1061.0,861.0,1921.0,1.4082191780821918
BEL,33,5093.0,-2595.0,-1076.0,1422.0,2498.0,2.4252380952380954
BEL,36,4207.0,-4872.0,-1078.0,-1742.0,-665.0,1.7529166666666667
BEL,39,1199.0,2708.0,-1262.0,2645.0,3907.0,0.4015405224380442
BEL,42,4659.0,-5924.0,-1475.0,-2739.0,-1265.0,1.1691342534504392
BHARTIARTL,7,22608.0,-18676.0,-4566.0,-634.0,3932.0,9.972651080723423
BHARTIARTL,11,26233.0,-25181.0,2774.0,3826.0,1052.0,8.689301093077178
BHARTIARTL,15,28059.0,-22301.0,-9672.0,-3914.0,5758.0,5.558438985736926
BHARTIARTL,18,27942.0,-14091.0,-11946.0,1905.0,13851.0,4.053677643986653
BHARTIARTL,21,28280.0,-30680.0,-351.0,-2752.0,-2400.0,6.668238622966282
BHARTIARTL,24,29854.0,-27940.0,1920.0,3835.0,1914.0,13.66941391941392
BHARTIARTL,27,20070.0,-28286.0,9464.0,1248.0,-8216.0,11.889810426540285
BHARTIARTL,30,18129.0,-29598.0,19144.0,7675.0,-11469.0,-0.5912144534307331
BHARTIARTL,33,48205.0,-27286.0,-24910.0,-3991.0,20919.0,-3.8988191523778712
BHARTIARTL,36,55017.0,-41478.0,-15203.0,-1664.0,13539.0,6.624563515954245
BHARTIARTL,39,65325.0,-39232.0,-24470.0,1623.0,26093.0,5.31659477496541
BHARTIARTL,42,78898.0,-51089.0,-27778.0,31.0,27809.0,9.219210095816779
BHEL,7,1759.0,-1113.0,472.0,1118.0,646.0,0.26281189302256086
BHEL,11,4512.0,-868.0,523.0,4167.0,3644.0,1.2884066247858366
BHEL,15,821.0,650.0,-3543.0,-2071.0,1471.0,0.5662068965517242
BHEL,18,374.0,23.0,-122.0,275.0,397.0,-0.5297450424929179
BHEL,21,560.0,-565.0,-468.0,-473.0,-5.0,1.2307692307692308
BHEL,24,989.0,961.0,-667.0,1283.0,1950.0,2.2579908675799087
BHEL,27,-3860.0,1919.0,-32.0,-1973.0,-1941.0,-3.852295409181637
BHEL,30,-2892.0,1877.0,1622.0,608.0,-1015.0,1.9700272479564032
BHEL,33,560.0,-42.0,-394.0,123.0,518.0,-0.2074074074074074
BHEL,36,660.0,-1118.0,-329.0,-787.0,-458.0,1.4831460674157304
BHEL,39,-741.0,1480.0,89.0,829.0,739.0,-1.1330275229357798
BHEL,42,-3713.0,1331.0,2656.0,274.0,-2382.0,-13.166666666666666
BOSCHLTD,3,871.0,-824.0,-156.0,-108.0,47.0,0.9091858037578288
BOSCHLTD,6,1057.0,-846.0,-238.0,-27.0,211.0,1.1943502824858756
BOSCHLTD,15,1396.0,-1183.0,-237.0,-24.0,213.0,1.0433482810164425
BOSCHLTD,18,1318.0,-995.0,-356.0,-33.0,323.0,0.8608752449379491
BOSCHLTD,21,1457.0,1246.0,-2670.0,33.0,2703.0,0.8368753589890867
BOSCHLTD,24,1729.0,-1170.0,-325.0,234.0,559.0,1.261123267687819
BOSCHLTD,27,593.0,1766.0,-2531.0,-172.0,2359.0,0.3710888610763454
BOSCHLTD,30,1336.0,-873.0,-399.0,64.0,463.0,2.0553846153846154
BOSCHLTD,33,835.0,-463.0,-338.0,34.0,372.0,1.7323651452282158
BOSCHLTD,36,271.0,-33.0,-383.0,-146.0,238.0,0.22267871815940837
BOSCHLTD,39,1214.0,262.0,-1239.0,236.0,1476.0,0.8525280898876404
BOSCHLTD,42,1253.0,283.0,-1452.0,84.0,1536.0,0.5032128514056224
BPCL,7,5926.0,-3604.0,-846.0,1476.0,2322.0,3.0609504132231407
BPCL,11,9588.0,-6881.0,-3736.0,-1029.0,2707.0,2.3656550703182826
BPCL,15,20742.0,-10536.0,-9792.0,414.0,10206.0,4.0814639905549
BPCL,18,11119.0,-9233.0,-1332.0,555.0,1886.0,1.3745827667202373
BPCL,21,9041.0,-15274.0,4804.0,-1429.0,-6233.0,0.9509834858525297
BPCL,24,11068.0,-7066.0,-4218.0,-215.0,4002.0,1.1303104575163399
BPCL,27,10157.0,-10451.0,207.0,-87.0,-294.0,1.1910178236397748
BPCL,30,7881.0,-11135.0,3583.0,329.0,-3254.0,2.1497545008183305
BPCL,33,23455.0,-2474.0,-13981.0,7000.0,20981.0,1.3542147806004619
BPCL,36,20336.0,-8138.0,-17672.0,-5474.0,12198.0,1.7407978085944187
BPCL,39,12466.0,-7806.0,-4402.0,257.0,4660.0,5.849835757860159
BPCL,42,35936.0,-10521.0,-25427.0,-12.0,25415.0,1.3379500353698945
BRITANNIA,7,320.0,28.0,-378.0,-30.0,348.0,1.2307692307692308
BRITANNIA,11,671.0,-246.0,-357.0,68.0,425.0,1.6987341772151898
BRITANNIA,15,584.0,-450.0,-181.0,-47.0,134.0,0.8476052249637155
BRITANNIA,18,959.0,-705.0,-246.0,8.0,254.0,1.1624242424242424
BRITANNIA,21,441.0,-150.0,-295.0,-4.0,291.0,0.49830508474576274
BRITANNIA,24,1249.0,-957.0,-232.0,60.0,292.0,1.2440239043824701
BRITANNIA,27,1156.0,-852.0,-353.0,-49.0,304.0,1.000865800865801
BRITANNIA,30,1485.0,-1526.0,58.0,17.0,-41.0,1.0652797704447632
BRITANNIA,33,1876.0,433.0,-2242.0,66.0,2309.0,1.0135062128579146
BRITANNIA,36,1300.0,914.0,-2246.0,-32.0,2214.0,0.8575197889182058
BRITANNIA,39,2526.0,-1507.0,-1028.0,-9.0,1019.0,1.0906735751295338
BRITANNIA,42,2573.0,477.0,-2830.0,219.0,3050.0,1.2057169634489222
CANBK,7,8010.0,-435.0,-1043.0,6532.0,7575.0,2.674457429048414
CANBK,11,14244.0,-380.0,-3771.0,10092.0,13864.0,5.330838323353293
CANBK,15,6344.0,-1104.0,-1464.0,3776.0,5240.0,2.1644489935175706
CANBK,18,9346.0,-443.0,-806.0,8096.0,8903.0,-3.686785009861933
CANBK,21,2575.0,-476.0,124.0,2224.0,2099.0,1.824946846208363
CANBK,24,-11120.0,-487.0,2865.0,-8743.0,-11607.0,2.871159308029951
CANBK,27,18237.0,-745.0,-1185.0,16307.0,17492.0,26.20258620689655
CANBK,30,-5289.0,-445.0,7792.0,2059.0,-5734.0,2.7532535137948986
CANBK,33,59118.0,-1116.0,290.0,58291.0,58002.0,19.99256002705445
CANBK,36,919.0,-1429.0,4035.0,3525.0,-510.0,0.14923676518350112
CANBK,39,-39978.0,-1156.0,445.0,-40689.0,-41134.0,-3.523843102688409
CANBK,42,15046.0,-1750.0,-3834.0,9462.0,13296.0,0.9769495487306019
CHOLAFIN,7,-3754.0,5.0,4067.0,317.0,-3749.0,-12.188311688311689
CHOLAFIN,11,-2447.0,-83.0,2749.0,219.0,-2530.0,-6.649456521739131
CHOLAFIN,15,-2264.0,-40.0,1819.0,-485.0,-2304.0,-5.099099099099099
CHOLAFIN,18,-2809.0,-137.0,3031.0,85.0,-2946.0,-4.885217391304348
CHOLAFIN,21,-1468.0,-222.0,1692.0,2.0,-1690.0,-2.0445682451253484
CHOLAFIN,24,-7926.0,-60.0,8009.0,22.0,-7986.0,-8.633986928104575
CHOLAFIN,27,-9317.0,-11.0,12191.0,2862.0,-9328.0,-7.783625730994152
CHOLAFIN,30,-2075.0,-54.0,2452.0,323.0,-2129.0,-1.9686907020872866
